type,latitude,longitude,lease_type,negotiable,furnishing,parking,property_size,property_age,bathroom,facing,cup_board,floor,total_floor,amenities,water_supply,building_type,balconies
BHK2,12.91420597,77.61107636,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,750,5,2,N,2,1,4,1.0,CORP_BORE,IH,1
BHK1,12.92874542,77.56220128,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,6,1,N,1,0,2,2.0,CORP_BORE,IF,0
BHK1,12.98353975,77.53466162,FAMILY,1,SEMI_FURNISHED,NONE,500,0,1,E,2,2,2,2.0,CORP_BORE,IF,0
BHK2,12.92185146,77.52028049,FAMILY,0,SEMI_FURNISHED,BOTH,1850,4,2,S,2,1,4,2.0,CORP_BORE,AP,2
BHK2,12.93660072,77.57691394,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,S,2,2,2,0.0,CORP_BORE,IF,1
BHK2,12.9942794,77.6778157,FAMILY,1,SEMI_FURNISHED,BOTH,1251,2,2,N,2,1,4,8.0,CORP_BORE,AP,2
BHK2,12.989152,77.7138297,FAMILY,1,SEMI_FURNISHED,BOTH,1200,0,2,W,2,3,4,15.0,BOREWELL,AP,2
BHK2,12.92425761,77.61588719,ANYONE,1,NOT_FURNISHED,NONE,512,12,1,E,2,0,2,2.0,CORPORATION,IH,1
BHK2,12.90190905,77.67848268,FAMILY,1,SEMI_FURNISHED,BOTH,2400,0,2,E,3,2,5,9.0,BOREWELL,AP,1
BHK2,12.9909631,77.7160965,FAMILY,1,SEMI_FURNISHED,BOTH,1415,5,2,N,2,4,8,11.0,CORPORATION,AP,1
BHK3,12.90773296,77.64463043,FAMILY,0,SEMI_FURNISHED,BOTH,1640,15,3,S,2,2,4,7.0,CORP_BORE,AP,2
BHK2,12.91851207,77.65180805,FAMILY,1,SEMI_FURNISHED,BOTH,980,10,2,N,2,0,2,2.0,CORPORATION,IF,1
BHK2,12.99165634,77.57446505,FAMILY,0,SEMI_FURNISHED,BOTH,950,15,2,SW,0,0,2,4.0,CORPORATION,AP,0
BHK2,12.99502285,77.66690662,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1100,10,2,E,2,0,5,2.0,CORPORATION,AP,1
BHK3,12.9097353,77.6244941,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,2000,1,3,E,3,4,4,4.0,CORP_BORE,AP,2
BHK2,12.952683,77.543783,FAMILY,1,SEMI_FURNISHED,BOTH,1079,8,2,N,2,2,4,10.0,CORP_BORE,AP,2
BHK3,12.91590566,77.55477613,FAMILY,1,SEMI_FURNISHED,BOTH,1750,0,3,E,3,4,4,6.0,CORP_BORE,AP,3
BHK2,12.9018551,77.59225197,FAMILY,1,SEMI_FURNISHED,BOTH,1200,2,2,N,3,1,5,6.0,CORPORATION,AP,2
BHK2,12.90480321,77.56276715,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,900,4,2,N,2,3,3,1.0,BOREWELL,IF,0
BHK2,12.95193622,77.7131666,FAMILY,1,SEMI_FURNISHED,BOTH,950,5,2,E,2,2,5,6.0,CORPORATION,AP,1
BHK3,12.9393087,77.7365409,FAMILY,1,SEMI_FURNISHED,BOTH,1560,1,3,E,20,4,8,12.0,BOREWELL,AP,2
BHK3,12.9274932,77.57589157,FAMILY,1,SEMI_FURNISHED,BOTH,980,0,2,E,2,2,3,3.0,CORP_BORE,AP,1
BHK3,12.91485569,77.50874462,ANYONE,1,SEMI_FURNISHED,BOTH,1320,1,2,N,1,4,4,8.0,CORP_BORE,AP,2
BHK2,12.91405825,77.56667377,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,900,15,2,N,2,2,2,4.0,CORPORATION,AP,1
BHK3,12.905303,77.7054126,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1890,0,3,W,6,3,10,14.0,BOREWELL,AP,2
BHK3,12.905026,77.6060408,FAMILY,1,SEMI_FURNISHED,BOTH,2150,13,3,E,3,3,4,9.0,CORP_BORE,AP,3
BHK2,12.95321468,77.69750442,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,1,2,N,2,0,2,1.0,CORPORATION,IF,1
BHK2,12.91062699,77.60640648,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,700,15,1,N,2,1,2,3.0,BOREWELL,IF,1
BHK2,12.97152346,77.70423763,ANYONE,1,SEMI_FURNISHED,BOTH,900,2,2,E,2,3,3,0.0,CORP_BORE,IF,1
BHK2,12.97120195,77.76829835,ANYONE,1,SEMI_FURNISHED,BOTH,1200,5,2,N,2,2,3,1.0,BOREWELL,IF,1
BHK3,12.94054752,77.55497201,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1650,10,2,N,3,0,2,1.0,CORPORATION,IF,1
BHK2,12.9658604,77.7512197,FAMILY,1,SEMI_FURNISHED,BOTH,1000,2,2,W,4,0,4,12.0,CORP_BORE,AP,1
BHK2,12.97153074,77.59495698,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1200,5,2,E,2,2,3,1.0,CORP_BORE,IF,0
BHK3,12.9940136,77.7156982,ANYONE,0,SEMI_FURNISHED,BOTH,1810,5,2,N,6,2,6,17.0,CORP_BORE,AP,3
BHK3,12.93794802,77.55700206,FAMILY,0,SEMI_FURNISHED,FOUR_WHEELER,1200,3,2,E,3,2,5,6.0,CORP_BORE,AP,2
BHK2,12.9270729,77.68781862,FAMILY,0,SEMI_FURNISHED,BOTH,1100,7,2,E,2,1,4,15.0,BOREWELL,AP,1
BHK2,12.95433042,77.52267475,ANYONE,1,SEMI_FURNISHED,BOTH,1000,3,2,N,2,1,3,1.0,CORPORATION,IF,0
BHK2,12.96734381,77.76208,ANYONE,1,SEMI_FURNISHED,BOTH,1800,5,3,N,2,0,2,1.0,CORP_BORE,IF,0
BHK1,12.96462546,77.75509691,FAMILY,0,NOT_FURNISHED,TWO_WHEELER,800,5,1,E,0,0,0,0.0,CORP_BORE,IH,0
BHK3,12.9697593,77.7355677,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1600,1,3,W,3,2,5,6.0,BOREWELL,AP,2
BHK2,12.99593566,77.61556245,FAMILY,1,SEMI_FURNISHED,BOTH,850,2,2,E,2,0,0,5.0,CORP_BORE,IH,1
BHK2,12.9449208,77.7094782,ANYONE,0,SEMI_FURNISHED,BOTH,850,5,2,S,0,1,4,2.0,BOREWELL,AP,1
BHK1,12.99222582,77.57827466,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,530,1,2,N,1,1,2,3.0,CORPORATION,IF,2
BHK1,12.96778663,77.51959328,ANYONE,1,SEMI_FURNISHED,NONE,400,45,1,S,1,1,1,3.0,CORPORATION,IF,1
BHK2,12.91204375,77.62518642,FAMILY,1,SEMI_FURNISHED,BOTH,905,7,2,N,2,0,4,7.0,CORPORATION,AP,2
BHK3,12.9725619,77.7517539,ANYONE,1,SEMI_FURNISHED,BOTH,1500,3,2,E,8,3,3,10.0,CORP_BORE,AP,2
BHK2,12.93602091,77.55355136,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1040,17,2,N,2,2,3,0.0,CORP_BORE,IF,1
BHK3,12.99260112,77.61126761,FAMILY,1,SEMI_FURNISHED,BOTH,2200,18,2,E,4,2,2,0.0,CORPORATION,IF,1
BHK2,12.90436459,77.70708466,FAMILY,1,SEMI_FURNISHED,BOTH,1050,1,2,E,2,12,12,16.0,CORP_BORE,AP,2
BHK2,12.99651871,77.56429996,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,10,2,N,2,2,2,1.0,CORPORATION,IF,1
BHK2,12.9446991,77.5486215,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,2,1,N,2,1,3,1.0,CORP_BORE,IF,1
BHK3,12.9382797,77.53328805,FAMILY,1,SEMI_FURNISHED,BOTH,1200,6,2,E,3,0,1,0.0,CORPORATION,IH,1
BHK1,12.90801935,77.62443514,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,0,1,N,1,4,4,4.0,CORP_BORE,IF,1
BHK1,12.94148797,77.59883211,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,5,1,N,1,3,4,3.0,BOREWELL,IH,1
BHK2,12.90118829,77.64206874,FAMILY,1,SEMI_FURNISHED,BOTH,750,0,2,N,2,1,4,11.0,BOREWELL,AP,2
BHK3,12.9020624,77.6640759,FAMILY,1,SEMI_FURNISHED,BOTH,1755,0,3,E,3,7,14,14.0,BOREWELL,AP,2
BHK2,12.9066841,77.6757011,FAMILY,1,SEMI_FURNISHED,BOTH,1200,4,2,NE,2,2,4,4.0,BOREWELL,AP,2
RK1,12.96588542,77.64111742,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,300,5,1,E,1,0,3,1.0,CORPORATION,IF,0
BHK2,12.96974561,77.67344681,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,8,2,N,0,1,2,0.0,CORPORATION,IF,0
RK1,12.95985355,77.7237023,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,315,0,1,N,1,4,4,2.0,CORP_BORE,AP,1
BHK2,12.9761073,77.65298678,ANYONE,1,SEMI_FURNISHED,BOTH,1300,15,2,E,2,0,4,2.0,CORPORATION,AP,2
BHK2,12.91431185,77.5670466,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,20,2,N,2,0,1,4.0,CORPORATION,IF,0
BHK1,12.92953865,77.56410041,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,10,1,E,1,1,2,1.0,CORPORATION,IF,1
BHK2,12.90027925,77.65175498,FAMILY,1,SEMI_FURNISHED,BOTH,1260,7,2,E,2,1,4,17.0,CORP_BORE,AP,2
BHK2,12.99506413,77.61908799,ANYONE,0,SEMI_FURNISHED,NONE,800,15,2,W,2,1,2,1.0,CORPORATION,IF,1
BHK2,12.9014229,77.5860753,FAMILY,1,SEMI_FURNISHED,BOTH,1104,10,2,N,1,3,4,3.0,CORPORATION,AP,1
BHK3,12.97522359,77.52327194,FAMILY,0,SEMI_FURNISHED,BOTH,1400,3,2,E,2,2,3,1.0,CORPORATION,AP,1
BHK2,12.95214794,77.70678639,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,500,8,1,NE,1,2,3,1.0,CORP_BORE,IF,0
BHK2,12.90779058,77.62431042,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,650,10,1,S,1,1,2,4.0,CORP_BORE,IF,0
BHK2,12.93441868,77.7033844,ANYONE,0,SEMI_FURNISHED,BOTH,1178,4,2,W,5,4,4,9.0,BOREWELL,AP,2
BHK2,12.93877232,77.56344739,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,3,1,N,2,2,2,2.0,CORPORATION,IF,1
BHK2,12.9059543,77.575215,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1202,35,2,N,1,1,1,4.0,CORP_BORE,IF,1
BHK2,12.97187352,77.50737681,ANYONE,0,SEMI_FURNISHED,BOTH,900,1,2,N,2,2,3,3.0,CORP_BORE,IF,1
BHK2,12.96668382,77.51906459,FAMILY,1,SEMI_FURNISHED,BOTH,600,12,1,W,1,1,2,5.0,CORPORATION,IF,1
BHK2,12.98128434,77.68281703,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,N,2,0,1,1.0,CORP_BORE,IH,1
BHK2,12.99944319,77.53041501,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1000,3,2,W,2,2,3,3.0,CORP_BORE,IF,1
BHK1,12.95873207,77.56269594,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,2,1,E,0,3,3,1.0,CORP_BORE,IF,1
BHK2,12.9714889,77.7156231,FAMILY,1,SEMI_FURNISHED,NONE,1280,3,2,W,6,4,4,11.0,BOREWELL,AP,2
BHK2,12.90318291,77.64818097,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1100,10,2,S,4,3,4,9.0,CORP_BORE,AP,1
BHK2,12.97272427,77.73392554,ANYONE,0,SEMI_FURNISHED,BOTH,1460,0,2,E,3,0,3,6.0,CORP_BORE,AP,2
BHK1,12.92262309,77.59289238,BACHELOR,1,SEMI_FURNISHED,TWO_WHEELER,500,3,1,S,1,2,2,3.0,CORP_BORE,IF,0
BHK2,12.95249399,77.57630352,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,750,20,2,E,0,1,2,5.0,CORPORATION,IF,0
BHK1,12.919482,77.61209741,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,10,1,S,1,1,2,2.0,CORP_BORE,IF,1
BHK2,12.97878984,77.73404473,FAMILY,0,SEMI_FURNISHED,BOTH,1000,2,2,N,2,0,1,2.0,CORP_BORE,IF,1
BHK2,12.9719166,77.7042979,FAMILY,0,SEMI_FURNISHED,BOTH,1074,0,2,W,3,3,3,9.0,BOREWELL,AP,2
BHK1,12.95615915,77.6955071,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,550,4,1,E,1,1,1,4.0,CORPORATION,IF,1
BHK1,12.94158498,77.60891505,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,500,10,1,E,1,0,2,1.0,CORPORATION,IF,0
BHK1,12.96368579,77.70779553,ANYONE,1,SEMI_FURNISHED,NONE,600,1,1,E,1,3,5,4.0,CORP_BORE,IF,1
BHK2,12.9753703,77.7441555,ANYONE,1,SEMI_FURNISHED,BOTH,1250,1,2,W,2,1,12,15.0,CORP_BORE,AP,2
BHK1,12.94205261,77.5849963,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,500,2,1,E,2,0,2,4.0,CORPORATION,IF,1
BHK1,12.98673449,77.68001618,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,800,3,1,N,1,2,2,3.0,CORP_BORE,IF,1
BHK2,12.90533758,77.64124889,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,600,1,1,NE,2,1,4,5.0,CORP_BORE,IH,1
BHK2,12.99301962,77.61324996,BACHELOR,1,SEMI_FURNISHED,BOTH,1100,9,2,NE,2,3,3,8.0,CORPORATION,AP,1
BHK2,12.99773139,77.75898907,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,720,5,2,E,2,1,2,2.0,CORP_BORE,IF,1
BHK1,12.90461779,77.55672939,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,650,5,1,N,1,0,3,0.0,CORP_BORE,IF,0
BHK4,12.94733334,77.67679596,FAMILY,1,SEMI_FURNISHED,BOTH,2187,3,3,NE,3,4,10,14.0,CORP_BORE,AP,4
BHK2,12.97684741,77.51620266,FAMILY,1,SEMI_FURNISHED,BOTH,1100,2,2,E,2,3,4,8.0,CORP_BORE,AP,2
BHK1,12.96859964,77.62884521,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,450,1,1,E,1,2,3,4.0,CORPORATION,IF,0
BHK1,12.95982334,77.65701183,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,600,0,1,S,1,0,3,1.0,CORP_BORE,IF,1
BHK2,12.91632504,77.51750772,ANYONE,1,SEMI_FURNISHED,FOUR_WHEELER,1041,10,2,E,2,3,3,2.0,CORP_BORE,AP,2
BHK2,12.94951181,77.7043623,FAMILY,1,SEMI_FURNISHED,BOTH,1000,3,2,N,2,0,1,1.0,BOREWELL,IF,0
BHK2,12.98478352,77.61498403,FAMILY,0,SEMI_FURNISHED,NONE,525,25,2,N,1,1,4,0.0,CORPORATION,AP,0
BHK2,12.93523589,77.74461073,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,4,1,E,2,1,1,5.0,CORPORATION,IF,0
BHK1,12.97009207,77.75021916,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,700,5,1,N,2,0,4,3.0,CORP_BORE,IF,0
BHK1,12.93556703,77.62811844,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,5,1,E,1,1,1,7.0,CORPORATION,IF,1
BHK2,12.90219281,77.51859139,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,700,1,2,E,2,1,6,8.0,CORP_BORE,AP,0
BHK3,12.96014537,77.74647336,FAMILY,1,SEMI_FURNISHED,BOTH,2260,0,3,NE,3,6,17,14.0,CORP_BORE,AP,2
BHK1,12.94887007,77.6972405,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,450,5,1,E,0,1,3,4.0,BOREWELL,IF,1
BHK3,12.98527718,77.7514267,ANYONE,1,SEMI_FURNISHED,BOTH,1840,1,3,E,3,3,14,11.0,CORPORATION,AP,2
BHK2,12.93431551,77.56052276,FAMILY,0,NOT_FURNISHED,NONE,1300,3,2,N,0,0,1,1.0,CORP_BORE,IH,0
BHK2,12.95461574,77.69224908,ANYONE,1,SEMI_FURNISHED,BOTH,1150,1,2,E,2,3,5,7.0,CORP_BORE,AP,1
BHK1,12.96177114,77.5333255,BACHELOR,1,SEMI_FURNISHED,FOUR_WHEELER,500,12,1,N,0,0,0,1.0,CORPORATION,IH,1
BHK2,12.97023633,77.53549048,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,1000,6,2,E,2,0,3,1.0,CORP_BORE,IF,0
BHK1,12.92292214,77.65000461,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,800,1,1,N,1,0,4,2.0,CORP_BORE,IH,0
BHK2,12.93031781,77.60040255,FAMILY,0,SEMI_FURNISHED,BOTH,1200,8,3,N,2,3,3,10.0,CORP_BORE,AP,1
BHK2,12.91420668,77.60568446,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1100,5,1,N,2,0,1,1.0,CORP_BORE,IF,0
BHK2,12.9169855,77.5473408,ANYONE,1,SEMI_FURNISHED,BOTH,1180,10,2,W,2,4,4,12.0,CORP_BORE,AP,1
BHK2,12.9827557,77.67615882,FAMILY,1,SEMI_FURNISHED,BOTH,1120,9,2,W,5,2,5,4.0,CORP_BORE,AP,3
BHK2,12.99190659,77.53774991,FAMILY,1,NOT_FURNISHED,BOTH,900,5,1,N,0,2,2,0.0,CORP_BORE,IF,1
BHK2,12.9361761,77.7508181,FAMILY,1,FULLY_FURNISHED,BOTH,1144,3,2,W,2,3,3,17.0,CORP_BORE,AP,1
BHK1,12.9215009,77.64716985,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,1,1,S,2,1,4,2.0,CORPORATION,IH,0
BHK1,12.90284406,77.50485758,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,400,0,1,E,1,0,4,4.0,BOREWELL,IF,0
BHK3,12.99438777,77.55474393,FAMILY,1,SEMI_FURNISHED,FOUR_WHEELER,1800,20,3,S,3,1,2,1.0,CORPORATION,IF,0
BHK1,12.9131044,77.6213368,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,8,1,E,1,3,4,5.0,CORP_BORE,AP,0
BHK2,12.97478557,77.68511947,ANYONE,1,SEMI_FURNISHED,BOTH,950,0,2,E,2,3,3,4.0,CORP_BORE,IF,1
BHK3,12.92754971,77.51169503,ANYONE,1,SEMI_FURNISHED,BOTH,1600,9,2,N,3,0,0,1.0,CORPORATION,IH,0
BHK2,12.913444,77.64565147,FAMILY,1,SEMI_FURNISHED,BOTH,1200,6,2,N,3,1,2,2.0,CORPORATION,IF,1
BHK1,12.9066841,77.6757011,FAMILY,1,SEMI_FURNISHED,BOTH,600,0,2,W,2,2,2,1.0,CORP_BORE,IF,0
BHK2,12.9243616,77.6081558,FAMILY,1,SEMI_FURNISHED,BOTH,1190,10,2,W,2,2,3,15.0,CORP_BORE,AP,2
BHK1,12.94276111,77.63106741,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,8,1,E,1,2,3,2.0,CORP_BORE,IF,1
BHK3,12.9705947,77.7149626,FAMILY,0,SEMI_FURNISHED,BOTH,1729,2,3,W,3,1,9,8.0,CORPORATION,AP,2
BHK2,12.919476,77.5421352,ANYONE,1,SEMI_FURNISHED,NONE,600,4,2,S,1,0,2,6.0,CORPORATION,IF,1
BHK1,12.99241969,77.67476533,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,700,0,2,N,1,3,3,2.0,CORPORATION,IF,0
BHK3,12.9153197,77.6227802,ANYONE,1,SEMI_FURNISHED,BOTH,1449,1,2,E,4,1,7,15.0,CORP_BORE,AP,4
BHK2,12.90943288,77.64324322,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,600,5,1,N,3,0,3,3.0,CORPORATION,IH,1
BHK3,12.9902332,77.5914492,ANYONE,1,SEMI_FURNISHED,BOTH,2600,14,3,N,0,3,3,2.0,CORP_BORE,AP,3
BHK2,12.9168321,77.6900765,FAMILY,0,SEMI_FURNISHED,BOTH,1200,3,2,W,2,7,11,13.0,CORP_BORE,AP,2
BHK2,12.93492691,77.62790553,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,900,0,2,W,5,1,3,4.0,CORP_BORE,IF,0
BHK3,12.90832138,77.70475769,ANYONE,1,FULLY_FURNISHED,BOTH,1715,0,3,E,4,1,10,17.0,BOREWELL,AP,2
BHK1,12.91688434,77.61989533,FAMILY,1,SEMI_FURNISHED,BOTH,800,1,1,E,1,0,1,3.0,CORPORATION,IH,1
BHK3,12.90721774,77.60634627,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1200,10,3,E,4,0,1,0.0,CORPORATION,IH,0
RK1,12.91922389,77.66915288,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,600,3,1,E,1,1,2,5.0,BOREWELL,IF,1
BHK1,12.96028825,77.74626433,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,1,1,E,1,0,4,9.0,BOREWELL,AP,1
BHK2,12.91207451,77.60060913,FAMILY,0,FULLY_FURNISHED,BOTH,1000,0,2,E,2,2,4,7.0,CORP_BORE,AP,1
BHK2,12.99725577,77.57350698,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,800,3,1,E,2,3,3,2.0,CORPORATION,IF,1
BHK2,12.95689096,77.65613178,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,2,E,7,1,1,2.0,CORPORATION,IF,2
BHK2,12.98649735,77.55600054,FAMILY,1,FULLY_FURNISHED,NONE,550,2,2,E,1,2,2,0.0,CORPORATION,IH,1
BHK2,12.91594505,77.54598999,FAMILY,1,SEMI_FURNISHED,BOTH,875,10,2,SE,2,2,4,9.0,CORP_BORE,AP,3
BHK2,12.90177733,77.60187397,ANYONE,1,SEMI_FURNISHED,BOTH,1300,0,2,N,2,1,5,4.0,CORP_BORE,IF,1
RK1,12.91421556,77.61293372,BACHELOR,1,SEMI_FURNISHED,NONE,350,5,1,N,1,3,3,0.0,CORPORATION,IF,0
BHK1,12.93662945,77.57189113,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,450,3,1,N,1,2,2,1.0,CORP_BORE,IH,2
BHK2,12.97566145,77.50525878,FAMILY,0,SEMI_FURNISHED,BOTH,1150,3,2,N,2,0,1,3.0,CORP_BORE,IF,1
BHK2,12.97062464,77.7670958,ANYONE,1,SEMI_FURNISHED,BOTH,800,5,1,N,1,2,2,6.0,CORP_BORE,IF,1
BHK2,12.9913452,77.67002644,ANYONE,0,SEMI_FURNISHED,BOTH,1400,3,2,E,2,0,1,1.0,CORPORATION,IH,2
BHK2,12.95166046,77.70686288,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,850,0,2,N,2,3,4,6.0,CORP_BORE,IF,0
BHK2,12.98787018,77.52584521,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,875,6,2,S,2,1,4,2.0,CORP_BORE,AP,1
BHK3,12.9498787,77.6264595,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1400,4,3,N,3,1,4,9.0,CORP_BORE,IF,1
BHK2,12.92325672,77.61194277,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1000,5,2,E,2,1,2,3.0,CORP_BORE,IF,1
BHK3,12.9076342,77.57333296,FAMILY,1,SEMI_FURNISHED,BOTH,1469,10,2,W,2,3,8,10.0,CORP_BORE,AP,2
BHK2,12.99267683,77.56355162,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,1000,3,2,N,3,3,3,1.0,BOREWELL,IF,2
BHK2,12.95649594,77.71258228,ANYONE,1,FULLY_FURNISHED,FOUR_WHEELER,1100,0,2,E,2,4,4,12.0,CORPORATION,AP,2
BHK1,12.99078236,77.668708,ANYONE,1,SEMI_FURNISHED,BOTH,845,10,1,N,1,0,4,10.0,BOREWELL,AP,0
BHK2,12.97228464,77.75028649,ANYONE,0,NOT_FURNISHED,TWO_WHEELER,500,4,1,N,0,2,2,1.0,BOREWELL,IF,0
BHK2,12.97832966,77.53098906,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,2,E,3,1,2,1.0,CORP_BORE,IF,1
BHK2,12.9203884,77.6758015,ANYONE,0,SEMI_FURNISHED,FOUR_WHEELER,1067,10,2,E,2,2,3,11.0,BOREWELL,AP,2
BHK2,12.92253983,77.55945321,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,800,19,2,S,2,0,3,2.0,CORP_BORE,IF,0
BHK1,12.99568187,77.7237615,ANYONE,1,SEMI_FURNISHED,NONE,620,3,1,N,1,3,3,0.0,BOREWELL,AP,0
BHK2,12.99399275,77.55984118,FAMILY,1,NOT_FURNISHED,TWO_WHEELER,570,1,2,E,0,0,1,0.0,CORPORATION,IH,0
BHK2,12.93335378,77.57123753,FAMILY,0,SEMI_FURNISHED,TWO_WHEELER,600,3,2,N,2,0,2,1.0,CORP_BORE,IF,0
BHK1,12.9161462,77.61038976,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,500,6,1,E,1,2,3,3.0,CORP_BORE,IF,1
BHK2,12.93351363,77.70095203,ANYONE,1,SEMI_FURNISHED,BOTH,1165,1,2,E,4,4,4,7.0,CORP_BORE,AP,1
BHK3,12.91317772,77.55948258,FAMILY,1,SEMI_FURNISHED,BOTH,1400,15,3,E,3,0,0,0.0,CORPORATION,IH,1
BHK2,12.96487314,77.67110165,ANYONE,0,SEMI_FURNISHED,BOTH,660,1,2,N,2,3,4,0.0,CORP_BORE,IF,1
BHK2,12.90766999,77.64519274,FAMILY,1,SEMI_FURNISHED,BOTH,1000,5,2,E,2,0,1,1.0,CORPORATION,IF,0
BHK2,12.94872201,77.71388272,ANYONE,1,SEMI_FURNISHED,BOTH,700,0,2,N,2,1,5,12.0,CORP_BORE,AP,1
BHK2,12.910491,77.5857168,ANYONE,1,SEMI_FURNISHED,BOTH,1350,6,2,N,3,1,2,1.0,CORPORATION,IH,1
BHK2,12.92557892,77.61240171,ANYONE,0,SEMI_FURNISHED,NONE,800,3,2,E,2,0,2,1.0,CORP_BORE,IF,0
BHK2,12.9638445,77.72323774,FAMILY,0,SEMI_FURNISHED,BOTH,1200,5,2,E,2,2,4,5.0,CORP_BORE,AP,2
BHK3,12.9265605,77.63874392,ANYONE,0,SEMI_FURNISHED,BOTH,1800,5,3,N,3,0,1,1.0,CORPORATION,IH,0
BHK2,12.9697999,77.7499467,FAMILY,1,SEMI_FURNISHED,BOTH,1200,5,2,E,3,2,3,6.0,CORPORATION,AP,2
BHK1,12.90933076,77.64286021,ANYONE,1,SEMI_FURNISHED,TWO_WHEELER,650,0,1,SE,0,1,4,3.0,CORP_BORE,IF,1
BHK2,12.90264133,77.54671392,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,10,2,N,1,1,2,1.0,BOREWELL,IF,1
BHK2,12.98316539,77.53463654,FAMILY,1,SEMI_FURNISHED,TWO_WHEELER,1200,0,2,E,2,0,1,2.0,CORP_BORE,IH,0
BHK3,12.9483479,77.7185196,ANYONE,0,SEMI_FURNISHED,TWO_WHEELER,1600,5,3,N,3,3,4,5.0,CORP_BORE,IF,1
